rate,text
5,So far so good. Nice and bright and lights up quick. The fluourescent lights take so much time to get fully lite up so we are enjoying the LED fixtures. Will be getting more LED lights to continue to upgrade our home. Highly recommend this fixture.
4,Good quality but shipping delay!
4,"Not quite as bright as I expected, but this is a very tidy and contemporary look for my stainless and modern kitchen area. Thinking about ordering another."
5,nice looking hardware for 1/2 the price vs the local surplus shop jazzed up the new cabinets.
5,It was a present for my daughters BD. She loved it.....so did I. It is a pleasure to get something right
5,"Very simple, so there is not much to day.<br />It works, and seems solid."
3,"Buy this thermostat guard if you have the lever type thermostat that can be manipulated with paper clips (or the like) through the vents of other guards. Otherwise, you're better off with a honeywell type.<br /><br />I have 2 beefs with it:<br /><br />1 - the screw mount holes are not symmetrically aligned in the box. I suppose it's minor, but since there's no reason for it, it just smacks of cheap.<br /><br />2 - It's basically half of a cylinder, so at its apex, it sticks out from the wall quite a bit.<br />."
5,Just make putting up long runs of crown molding simple and a one man job. That is worth ten stars.
5,LOVE IT!!
1,"There should be a CLEAR warning on this tape to use ONLY on surfaces that haven't been treated (paint, resin, etc.). The man at Home Depot said the green tape is pretty much the same as the blue, but it isn't!!! I spent dozens of hours creating my bathroom mosaic vanity top, and now parts of the gorgeous resin finish are blotchy. I've used the blue tape for painting and haven't had any trouble with leakage, as long as I press carefully and firmly around all the edges."
1,"this company used the picture of the reputable company which has dependable lanterns. These lanterns tore so easily that almost all of them tore and therefore wouldn't function properly. The ones that did not tear, the fuel would fall off so it would not fill with air. They are misrepresenting themselves with the White Skylantern Company"
1,"It does not poke a whole in the bottom of kcups, this is useless. DO NOT BUY!!!"
5,This works well to keep the heat in and is lowering our heating bill
5,"The power goes off in the middle of the night and you are left to fumble for a flashlight in a drawer - if you have one. Or, you need to get up and walk to the bathroom or anywhere and need a readily available flashlight. This is HIPE's newest multi-function light and it's so easy to use.<br /><br />The unit is a tray that plugs into the wall socket and the flashlight sits in the well - charging (simple induction). It has a three-prong plug, but this can be rotated at 90-degrees to fit the situation. The tray has a ��"" thick LED blue light that stays on for a permanent nightlight. You can set the unit to ON, OFF or AUTO. The bottom switch is not labeled well, so you need to experiment a bit.<br /><br />In the middle of the night, if the power goes off, the Light automatically lights up. The six (6) bluish LED lights are very bright and will illuminate the room easily. The button on the side will light the flashlight with one press. A second press will put it into strobe mode. A third press turns it off. I would suggest placing this near your bed for convenience.<br /><br />When there is a black-out, the HIPE light will stay on until power is restored. I have not experienced this yet with my unit, but the idea of it not turning off means it will drain down. When you are done, simply switch the button to OFF. This will start to recharge when power goes back on. Because it is powered by an internal Lithium Ion battery, you never need replacement batteries. Remember those heavy flashlights with the Size 'D' batteries? Those are history and when you compare the price of this light to any ordinary flashlight, you'll wonder what took this invention so long to arrive.<br /><br />Like all of HIPE products, they are environmentally friendly. This unit was generously supplied to me for an honest review."
5,"I want to say up front that I had a marvelous experience with tech support. Rosemary V. was very attentiveness and had a genuine desire to assist the customer. I am happy with my new Skybell wi-fi video doorbell 2.0. The security/mounting screw on the bottom of the device took a little work (the screw was the only sticking point), and I had to switch my Linksys 5 ghz router to a dual-band (2.4 ghz & 5ghz), because skybell would only function with the 2.4 ghz band. As I was resolving the band issue, my doorbell chime still worked with Skybell mounted and before it was fully functional. Skybell works well with my Samsung Galaxy s6 Edge. I am now enjoying the functionality I read about as I researched online before my purchase. Rosemary V, thanks for your expertise and professional demeanor."
5,"Update: customer service from Westinghouse is great. I wrote to them and someone actually called to troubleshoot the problem I was having. After going back and forth the tech finally determined that the receiver unit is defective... And he was right. Fan and remote both work flawlessly now. I'm a happy camper and westinghouse won another customer over with their service!<br /><br />------------------------------------<br />Fan is a little smaller than expected but it looks great and works without any issues.<br /><br />Originally I ordered a generic ceiling fan remote for this fan and that works without any issues. However, the original Westinghouse remote control is more attractive (I have another fan that came with the remote) so I went ahead and ordered another one for this. However, after connecting all the wires, the fan works but the light doesn't. It does not turn the light on nor does it dim the light.<br /><br />It's frustrating that a generic and much cheaper remote control works without any issues but the genuine Westinghouse remote that I paid more than twice for doesn't control all the functions on a Westinghouse fan."
5,"Well made mostly metal, quiet and easy to install"
5,Perfect fit and works fine. No problems at all.
5,I love these lights! Outstanding perfect light. Great value!
2,"The bell-shaped shower head retains water after cutoff then drips for hours until it is empty. Since I am concerned about hard water stains on the newly tiled shower floor, I must resort to holding my fingers on the head after use until all the water syphons out. This is a nuisance and is certainly unreasonable given the high cost of this hardware."
5,"Arrived quick and easy to install, once you have access to the under side of the washer (or take the time to remove the top and front). Granted I had some practice, once to diagnose the problem and then then again after the part arrived 3 days later. Watch a few YouTube instructions for courage."
1,"I ordered the Cooper Lighting N150NHCI 150-Watt High Pressure Sodium Industrial Grade Dusk to Dawn Security Area Light.I was sent a econolite instead, so it was returned. I only accept, products, which I order!! I feel like I was being taken advantage of!"
3,difficult to install and put all the glass on
2,"I have to send it back, as there is nothing in the listing that explains it does not dry clear, or it does dry a color...I needed clear, and took for granted that it would be a clear epoxy...These things should be mentioned in the description...please"
2,"This light bulb is very dim and doesn't illuminate much. Now, I wanted to use it as my room light bulb, so maybe that's why I wasn't happy with it. Maybe if you're only looking to insert it in some lame night-lamp, it may work out for you. Your choice. Thanks for reading this review."
5,"Excellent product, superior packaging, quick delivery. I look forward to hanging pictures in my new office with a few of the picture hangers!"
5,"I had a basic-model Speakman in the 1990s. It was all brass, solid as a rock, simple in design and function, and probably cost about $30 at the time I purchased it. The thing would probably be still working for me, but I tossed it into garage storage when I remodeled the bathroom, and opted for a high-priced, oh-so-fancy, multi-jet shower head from a company I won't mention. When that supposedly indestructible shower head needed to be replaced due to water streaming out the side seam (!), I looked around for my old Speakman. Gone. Probably donated to Goodwill by accident. So I went online and looked for a basic Speakman. Plastic! They are all plastic now. Then I saw this baby, and I was smitten. Old-school quality, even if it does come at a new-age price. I am pleased as can be after installing and using it. The overall design could not be cleaner, the chrome plating is thick and has a gorgeous gloss, the handle moves smoothly and evenly to move through the range of flow. I love the fine spray for most washing, while the &#34;pour&#34; setting is great for rinsing hair. No snazzy bells and whistles here, just a good, solid shower head that should last many years.<br /><br />I think the reviewers complaining of inadequate water pressure may be talking about low water volume, which is a different issue. The strength of the spray this provides is quite good for a low-flow unit. I live in California, where every drop counts.<br /><br />(One nice little detail is that Speakman provides the pipe tape necessary for installation, so don't buy any here, as I did.)"
5,"These magnets are great but are very tiny as you can see in the picture! If you are looking for a strong, small magnet, they are great! But, beware if you are worried about animals or kids swallowing the powerful magnets."
3,"This GE Dimmer, Light Socket Indoor with Light Level Control Knob, White 55431 is used with a regular incandescent light socket to all lights to be dimmed. I makes the normal bulb too long for some lamps and it may be necessary for the user to modify the shade holder or the lamp to access the twist dimmer or to fit in your lamp. Be aware it is awkward to use, in some application where your hand has to slide in along side the bulb."
2,Broke to easily on a windy day. Had to buy a metal version. If you live where it might get windy don't buy this. Otherwise it seemed ok.
5,"I love this lighting system. It makes me giggle because I had two men (an electrician and my husband) tell me that I couldn't have what I wanted for under cabinet lighting and this system gave it to me with the least amount of work and destruction. I wanted a regular light switch to turn them on (one on each side of the room was acceptable), and despite one side of cabinets being broken up by a window, I wanted those to come on with one switch too. The problem is that I have a two story house. They said that holes would need to be punched through the ceiling and the electrician said that we'd need to be concerned about the total load. Fortunately we were making this decision before tiling the back splash so we were able to run the connection, under the window and behind the wall, without any major destruction.<br /><br />One piece of advice I'd offer is to be certain you know whether you want the cool bright light system or the warm lights. Newer appliances, like my exhaust hood, use the brighter blue light leds and the lights we've all been using in our homes are more like the \\""warm\\"" lights. If you mix lights, chances are that the difference will scream out at you, and/or the \\""bright\\"" lights will feel too harsh.<br /><br />I should probably tell you that I purchased this same system through their online store. We needed additional pieces that this kit doesn't include and so it made more sense to buy it direct. We had to run one wire behind the wall for the cabinets separate by a window and the company offers that wire on their site. However, I did buy additional connectors through Amazon. It might be helpful to know that the website has videos that were very helpful in aiding us with our decisions, as well as helping us know what to expect. IMO, this company is tops for those looking to update lighting with ease, at a reasonable price that is actually relatively inexpensive when compared to others."
5,Great Product !! And quick Delivery !!
1,when apleyd it was to bubely<br />i found better for cheaper at the harde ware store [ spray on gutter repair ] in roofing
3,Be very careful with what you use to clean these with. Mild cleaners only or the nickel coating will peel off in pieces. We had 3 out of 5 fall apart because a maid used a regular bathroom cleaner. We were not told by the contractor to use simple soap & hot water. As a result we are paying $350 to replace them. The factory sent 3 wrong replacements when first alerted & now tells us tough luck. GO ELsewhere for a better product. All of them work well some hold up better than others. This happened within 3 months.
1,The faucet set I received had been sent and returned previously and witnessed by the notes and phone numbers hand written on the instruction sheet. It was defective mainly due to a casting flaw on the main valve assembly. I was forced to purchase another locally to complete the job on time. Amazon did resolve the problem rapidly and to my satisfaction.
5,All the batteries!! Great price :)
1,We bought this faucet and within a couple months the finish comes off! Looks awful and we're looking for a new faucet to replace this one. Not worth the money.
5,Bought these to replace some defective 10mm green LED's on some par cans I purchased. Worked great and now I have 98 spares.
5,"Using it for 11 months. Noise mentioned in the reviews yet to come. Not rust formation, so far a very sturdy product. Initially it felt weird to have lower water flow. 5 person family with visitors over the summer and holidays. Appeared to save ~ 4000 - 5000 gallons of water. Please note I did not have an accurate control to say for sure this shower head saved that amount of water. It is an educated extrapolation of 8 yrs worth of water bills"
5,this disposal is not only quiet but very efficient. you pay what you get for. it may be a little more $$ but well worth it.
5,"It takes a little getting used to , but this is a great faucet."
5,"There's not much to say about this but I want to get the ratings done, so I'm just saying these plastic pipettes are what you expect."
4,"We don't use it in the shower, but it is in our bathroom.  Volume is loud and clear and reception is great.  I really like the portability of the unit as well.  I would buy this again."
5,Great deal! I have got what I have expected. The speaker sounds really good and it is easy to work with it
5,50 foot High Speed HDMI Cable:  The cable was as advertised and have had no problems with it. I would tell others it is a good buy.
5,I'm very pleased with this speaker dock. The sound is full and not tinny like a lot of the other docks out there. As others have reported it can be as loud as any reasonable person would want. My Zune 120 fits perfectly and the remote works well. I had read reviews that knocked the Kicker for not having an FM receiver but you can play FM through the speakers with the Zune- just leave the headphones attached because they act as an antenna. Bottom line: it sounds terrific and works the way it is supposed to.
5,I have a difficult hearing and these help a lot
5,Great fast delivery and good product!
5,I purchased this together with a flat screen wall mount as part of a living room remodel. Our contractor indicated it was easy to install. It's great for hiding the cables.
1,"I bought this less then a month ago and my TV doesn't work again - same issue, the lamp. How can I get a new one under the 90 day warranty?"
1,I thought this would be the best gift and it was until the person went to use them and they didn't work at all not a sound at all
4,They say it's 8.5 watts I don't think so.ive had this apart it has 2  2 watt speakers.if it were 8.5 watts the 2 watt speakers would blow due to over wattage and distortion.  does sound pretty good for the price.i just got it for the little amp inside
4,"I almost never buy a product which doesn't have a decent review written about it anywhere online, but I decided to take a chance with these cans.  Briefly, the noise cancelling works extremely well, they're comfortable, and they fold up into a very small package for being over the ear phones (with my ears, anyways).  That said, I was very disappointed with the sound quality when the noise cancelling was turned off, although when turned on they sound really good on the low end, even if the highs are somewhat muted.  My only concern at this point is how long the batteries will last since there's no way I'm going to use these without the noise cancelling turned on."
5,This product works as well as any other HDMI Cables I've used and I have nothing bad to say about the product.  I've been very satisfied with the performance and durability.
5,"Just got it.  So far, so good.  My 13-year old daughter loves it.  Sound is actually pretty good.  Very easy to sync with iPhone 4s.  Controls all work well.  I'm happy I bought it.  I was a little surprised, though, about the size.  It's bigger than I thought it would be.  A little too big to be &#34;travel size&#34;, at least in my opinion.  But fits in the shower well, not obtrusive."
5,"Received this replacement battery for my rechargeable lantern yesterday.  Had time today to install it and had a little bit of charge and it worked.  Lantern is handy and was thankful there was a replacement.  Shipping was excellent and cannot think of anything negative about this product.  If anyone is interested, this battery has push in terminals like what you can find on ur car."
5,"As an IT professional, I was very skeptical that this antenna actually does what it says based upon the flimsy appearance of the product. I put this bad boy high up on the wall and it pulled in 17 local channels without any trouble! I'm guessing most people are not willing to put this high up enough on the wall to get a proper signal which I'm guessing is where a majority of the negative reviews are coming from. It is very impressive for a non powered antenna to pull in this many local stations! Do not hesitate to buy this antenna!"
5,great buy
5,The product was ordered and 3 day later I had it installed and reattached to my system.  A good price and great shipping response.  A good deal all around.
5,Love this remote
5,"It works great when you pair with apple TV. Since I have given my original apple TV remote to my son, I have to download REMOTE APP on iphone and followed apple directions to operate the Remote App on my iphone 6. It works like a charm. Using this app, I could control my apple TV with ease. Great app. Using this app as remote, I paired this Audiovox remote to apple TV. To my great surprise, this Audiovox  remote works like a charm. This Audiovox remote is great for elderly because they can see all the buttons on remote with ease."
4,Necessary  to keep your outside solar lights working properly
5,These are sweet surround speakers; I use them as my rear speakers and they are very nice. Polk is a good value and I also own their 12&#34; woofer and center channel speakers.
5,"Product seems to be as advertised.  I've only used one battery so far, but it worked as you would expect."
5,"I've been looking for some headphones to run with for a while and I've tried several different models.  Many haven't stayed put and others made a lot of noise through the cord (e.g., BOOM BOOM transferred through the cord with each step).  The PMX70 is great!  The sound is superb and they stay put."
4,"I ordered this radio from the World Net Daily Web-store. I had recently signed up to receive their email updates and as a thank-you bonus I was awarded a 50% off discount code.  I decided to purchase this Kaito 500 radio.  The price I paid was $30.35 and that included shipping.  I ordered it on Saturday evening and received it the following Friday morning.  The radio was packaged well and when I opened the box I was happy to realize it had been delivered in excellent condition.  After plugging the rechargeable battery in per instructions, and cranking the dymo for 1 minute, it powered right up and I was able to tune to my favorite AM station.  Although the speaker is small the sound was excellent at a fairly low volume.  I flipped to the FM band and that all sounded good too.  I haven't tried either SW bands yet but will test those at night.  I tested the flashlight and reading light function. Both worked without flaw. I was able to pick up the weather band on channel 1 but it did not pull that broadcast in nearly as good as a smaller weather radio that I have so the weather radio of the Kaito 500 could be much better.  The radio comes with various charging cables for cell phones etc.  I have not tested this function yet.  So far I rate this radio a 4 out of 5 stars due to the weather radio reception issue.  I have no serious complaints especially for the price I paid."
3,"I purchased this mount because I wanted to mount my Samsung 63\\"" [[ASIN:B003A7X5HU Samsung PN63C8000 63-Inch 1080p 3D Plasma HDTV, Black]] as close to the wall as possible, and this seemed to be the lowest mount available with the exception of the Samsung picture frame style mount, but that mount was over $200 and I had qualms about the stability of that mount (just mounts into the drywall - no thanks).<br /><br />I had read some of the negative reviews about this ultra low profile mount where users had a problem with having room for wires.  On my Samsung, the inputs are oriented towards the side of the TV, so I figured I'd have plenty of room for wires.<br /><br />Installation wasn't too difficult, but the included instructions were pretty bad.  I didn't find out until after installing that they have a video instruction on the Sanus website - I highly recommend viewing before installation.  One thing to make sure you do before mounting the TV, is make sure you adjust the strings behind the TV so they hang down low enough (almost as low as the bottom of the TV) that you can reach them.  You will need to pull these strings to make adjustments, plug in your inputs, or remove the mount later - so neglecting to adjust the strings prior to mounting, as I did on my first pass, can leave a major headache (I was able to fish them from behind the TV, and I removed the TV from the mount and adjusted the wires correctly and remounted ... again, had I watched the video I wouldn't have made this mistake in the first place).<br /><br />So why 3 stars?  Well I have a couple of problems with this mount.  The bracket that attaches to the TV grips the top of the wall mount, then is supposed to \\""click\\"" into place at the bottom in order to form a secure mount.  Problem is, if there is anything back there at all blocking the TV, it won't click into place.  This is the problem some of the negative reviewers who have TVs with inputs facing backwards have - it didn't leave any room for the HDMI or other input cables.  In my case, my cables are perpendicular to the TV and don't seem to be the problem.  What's even worse than the lack of clicking, is my TV isn't quite flat against the wall - the front of the TV is a little under 2\\"" from the wall on the left side, and a little over 2\\"" from the wall on the right side, for a difference of over half an inch.  I think my culprit might be, the wall I have it mounted on is in a spot where an exterior concrete block wall meets an interior wall, with a sheet of drywall over the interior and the drywall has a very very slight (barely noticeable, and in fact not noticeable at all had I never tried to mount this to it) bulge to it.  I think that very slight roundness is what is causing my problems with this mount.  Yes, I realize this is mostly my own problem as I don't have a perfectly smooth mounting surface - but my point is, this \\""ultra slim\\"" mount by leaving only .55\\"" inches behind the TV leaves you almost no room for error.  If there is any obstruction, including wires or anything else, you could have problems.<br /><br />Other than that, the quality of this product is pretty good.  The one week spot I would point out, and I haven't tested it for failure, but the mechanism where you pull the strings to release the lock seems pretty flimsy.  If this mechanism were to fail, you would potentially find it extremely difficult to remove the TV from the wall.  And again, with the extremely low profile of the mount at only .55\\"", you'd have very few options to get back there and try to get the thing loose.<br /><br />Overall, this isn't a terrible product, but I have to recommend it with reservations.  If, like most TVs, the inputs on your TV face backwards requiring some room for wires, I would look for a mount that isn't quite so close to the wall.  Similarly, if your wall is anything but perfectly flat and smooth (get up with your eye next to your wall and look, the imperfection I'm talking about is not noticeableotherwise), this mount could give you problems.  On top of that, the flimsy string mechanism would worry me a little bit as well.  Finally, if your setup can accommodate an ultra low profile mount and you do decide to buy this product, make sure to watch the installation video on the Sanus website, and if installing into concrete, I'd go out and buy better anchors than what comes with this mount.<br /><br />3 Stars.  Under perfect conditions it probably works fine and it does get the TV nice and close to the wall, but frankly I wish I'd just bought a less low profile mount to start with - it would end up looking just as good with much less hassle.  I will probably replace this mount with one that has a little more forgiveness, likely one of the cheaper Amazon Basics models that get good reviews.oblems.  On top of that, the flimsy string mechanism would worry me a little bit as well.  Finally, if your setup can accommodate an ultra low profile mount and you do decide to buy this product, make sure to watch the installation video on the Sanus website, and if installing into concrete, I'd go out and buy better anchors than what comes with this mount.    3 Stars.  Under perfect conditions it probably works fine and it does get the TV nice and close to the wall, but frankly I wish I'd just bought a less low profile mount to start with - it would end up looking just as good with much less hassle.  I will probably replace this mount with one that has a little more forgiveness, likely one of the cheaper Amazon Basics models that get good reviews."
5,I really like it. Good sound.
3,"I received these headphone straight from Flips audio themselves, I took there try before you buy challenge. I used them over a couple of weeks to them an honest try. I used them as headphones and also used the unique feature and as the name suggests the ear cups flip out 180 degrees to act as powered amplified portable speakers.<br /><br />Here is the break down of the head phones.<br /><br />Presentation.<br />  The overall presentation of the headphones are very nice from the sleek packaging  stating all the aspects of the headphones to the ample amounts of padding used to secure the headphones themselves. The headphones themselves are stored inside a semi hard shell. The. Hard shell itself Is  more of an egg shape to accommodate the headphones in their folded positions. Inside the case comes the headphones in their folded position and a USB charging cable to charge the battery that is used when the headphones are used in the flipped out speaker position.<br /><br />Build quality<br />  The overall build quality of the headphones are a mixed bag. Some parts are built for use and abuse, like the sturdy metal hinges that are used when folding the phones to store them. While other parts seem just a little too weak for the job at hand. Ie. the  pivot points of the actual ear cups have a very slight wobble when you flip out the ear cups to use as head phones. I do not know if they are designed that way or not. Also the headphones are a tight fit, after using them for an extended time the pressure of the head phone can be felt on the temples, even more so if you use glasses.<br /><br />Sound quality<br /><br />  The sound of the headphones are good but not great. The sound range of the headphones seem to be somewhat limited are a bit flat. Mind you all of the sounds are their  and can be heard. But the overall mix of the speakers seems to limit what these speakers are actually capable of doing.On the up side they do sound much better when they are flipped out and  usedas powered speakers.<br /><br />Overall<br /><br />These headphones are descent headphones. But there are a few nuances That seems to keep these headphones from being great. I.e. the tight fit and the limited soundscape of the earphones keep these head phones from being a great pair.<br /><br />I hope this honest review of these head phones help the maker consider some minor changes to these to make these head phones a great pair.<br /><br />But as with all reviews it is up to you to come up with your own conclusion."
4,A good bluetooth just very loose when moving around
5,Excellent experience on this order.
3,Okay. Still weak atenna.
1,"For safety sake while driving, all bluetooth headsets should have a button that activates the phone for calling or connecting to Siri. Incredibly, these beautiful headphones do not have this feature. True, to answer a call, you can press the volume knob in, and it seems that if you press it twice it dials the last call you messaged or called, but there is no way to communicate to the phone. You have to use your mobile device, scroll through your contact list ....take your eyes off the road ....very disappointing."
5,"Used this mount for a 32&#34; Panasonic flat panel - may be a bit overkill, but I will never have to worry that it will fail.  Tucks in nicely behind the TV and allows for easy adjustment.  Highly recommend!"
1,"Worked great for a couple of weeks but now the firm ware quit working. This product is now not supported by Creative any more!<br /><br />First Amazon product to not work, all other products have been GREAT."
4,Love the sound quality but pairing instructions lacking details
5,Great value!  Identical to those costing $80+ on &#34;audiophile&#34; sites!
1,NOT DEEP FRINGE AT ALL!!  This antenna can't receive reception at 50 miles.  One company said the HG-997 could receive reception at one hundred fifty miles.  No WAY!!!
5,There were a number of bad reviews of cheaper parts. I opted to spend a little more and had no problems installing it.
5,Good
5,Fits my Bose earphones perfectly.
5,"So far, so good.  The battery fit fine and connected fine.  We had a power outage today, and it appeared to work fine as well."
1,The product does not work properly.  We can only get one radio station on radio.  I am sending it back.  Bernadette Bradley
5,"Hard to go by headset. Wished sony would still manufacture these, because their alternative is lacking.<br /><br />Pros:<br />Good battery life.<br />Excellent sound quality.<br />Nice range, I am able to freely roam the office, from my cubicle to the water thank, to the kitchen and still play music from my laptop.<br />Leather ear cups, and good enough noise suppression to be used on an airplane.<br />Excellent price.<br /><br />Cons:<br /><br />You can't use them while they charge up."
1,I got two different cords and none off them work
1,"I bought the cable and for starters they sent the wrong length. Upon finally receiving the correct length, I found it to be a shoddy cable that would have channels cut in and out despite all of my efforts of twisting, bending, etc., when inserting into my laptop.<br /><br />Yes, typical headphones work fine in my laptop. The cable was entirely at fault, and is now in the dumpster."
4,"It sounds good, for the price, but it was a bit tight on my head.  I have used the mic feature and it also works well."
5,Third time is the charm.  This is the third pair of this type that I purchased for my wife and she loves these and finds them easy to wear.
5,"We had used a Sound and Lights monitor for our first child, but when the baby came along and we needed a second monitor, I chose this one because of the many channels.  I wanted to make sure that there wouldn't be interference with our first monitor.  The difference between the two monitors is overwhelming!  This monitor does not make popping/crackling noises, or that odd bounding noise that my sounds and lights monitor does.  In addition, the monitor really picks up the baby sounds well and makes them stand out over the background noise.  We play a white noise machine (washing machine noise) and the noise cancelling feature does not eliminate this as background noise- however, it does minimize the sound in comparison to the babies noise in both modes.  I cannot begin to say how wonderful the lack of static etc is, not to mention the choice of 27 channels! My only complaint is that using this monitor has made me supremely dissatisfied with my older monitor- so I may have to buy a second Sony!"
3,"I just purchased these to replace my HD555s at work.  Aaaand - I just printed the return label.<br /><br />I love my 555s, but the open design is not ideal for a shared workspace.  There's substantial two-way leakage, meaning that, in order to block out my more obnoxious cube mates, I must jack up the volume...  in turn contributing to the general obnoxiousness!<br /><br />On the other hand, the 555s are the most comfortable pair of cans I've ever put on, and I can wear them for an entire day with minimal fatigue.  I've got some seriously sensitive ears, and even a bit of pressure or displacement becomes very uncomfortable quite quickly.<br /><br />Upon opening, I was immediately concerned with the slightly less space in the cups, and the leather-like padding material (in contrast to the 555's velour-y padding).  FWIW, I was aware of the leatherette cups at purchase, and thought I could probably live with it, (hoping they'd not be too sweat-inducing).  I had, however, purchased the 448s hoping that sticking with the brand would mean the same voluminous cups.  Alas, it proved not to be so.<br /><br />Along with the above concerns, I wasn't impressed with the build quality by comparison.  The whole kit was very plastic seeming and the cord was noticeably more flimsy than my triple-5 friends.<br /><br />I gave the 448s an hour.  I immediately noticed the outside attenuation, which was a good start, but also noticed a bit more pressure and less room in the cans.  Sound was good through the laptop -> E5.  Maybe a bit less transparent, but that was expected, and asked for.  I didn't experience major discomfort, but I was *aware* of them the entire time, and thinking about how long it would be until I was going to experience cumulative discomfort.<br /><br />Then the decisive moment - I put the 555s on to compare.  Ahhhhhh.  Little fluffy clouds.<br /><br />Take note, Herr/Fraulein Sennheiser - closed version of the 555/558/595 design will be in my shopping cart the moment I am aware of such a product.<br /><br />So, back go the 448s, sadly, and obnoxious co-workers will continue to be battled with reciprocal obnoxious volume-raising.  Extremely *comfortable* obnoxious reciprocity...<br /><br />[[ASIN:B0001FTVDQ Sennheiser  HD555 Professional Headphones with Sound Channeling]]sadly, and obnoxious co-workers will continue to be battled with reciprocal obnoxious volume-raising.  Extremely *comfortable* obnoxious reciprocity...    [[ASIN:B0001FTVDQ Sennheiser  HD555 Professional Headphones with Sound Channeling]]"
5,"Worked great! I needed this Active Adapter in order to be able to use three monitors at work with my Dell Precision M4700. I did not have monitors with display port so this fixed my problem. This adapter actually converts the DVI signal to Display Port signal. Something that normal adapters can't do. Best of all, I did not have to buy a new monitor :)"
5,good
4,Nice!
4,"Worked well for over a month, delivered the signal perfectly to my 1080p projector across the room. I wanted to reposition my projector, so I pulled out the cable, only the end remained stuck in the projector and I was sitting there with the cable in hand. I tried to put it back in place, but the amount of pins close to each other makes it impossible. You get what you pay for, it works, does the trick cheaply, but handle with care! Upgraded to 3 stars from 2 after a good RMA experience, despite it taking quite a while to get it back. Works again"
3,very quick delivery. One thing bothers me that it was supposed to in PHILIPS RETAIL BOX. It was not .I SENT A EMAIL. NO RESPONSE. LAMP IS WORKING FINE. BUT MY LAST REPLACEMENT LAMP BLEW OUT JUST AFTER SIX MO. NOT FROM SAME CO.  THEY ADVERTISE PHILIPS ORIGINAL LAMP. I HOPE THE EXPLANATION ASAP.
5,"I bought a pair last Christmas for a friend who LOVED them with his I-Pod Classic... I did a bunch of research before selecting them. This year, when I got my I-Pod Classic for Christmas I treated myself to a pair, and got another for the friend who gave me the I-Pod. They sound great. Full deep crisp sound.  There are 3 extra ear pieces to customize the fit from small to large ear canals.  LOVE the new case, rather than a hard case (like last year) there is a stylish flexible case you can stick in your pocket.  Very light weight almost noise canceling, my beagle can�t hear what I�m jamming to� so no bleed.  You will love"
5,Exact replacement for my needs.
5,Great product
5,these little items do receive everything from all over the world.the price was cheap and they made excellent gifts.i received video from many countries that i had been to when i was in the navy.i still have two left.i keep those.these little things open up the whole world to you.they have no limits unless the country tv is not transmitting.amazon was selling them dirt cheap.everywhere else was overpriced.
5,I am very much impressed indeed with these in ear headphones.<br />I do love the sound and also its price from Amazon.<br />Excellent packaging!
5,It came fast works fine thank you
5,Quality of sound is a little tinny but not bad. Love the fit on my ears.
4,Had these less than a week.  Sounds really good especially for the price. ....most of all n they are super comfortable.
5,"Never had any problems with this item. I love it! The sound is great, it has plastic-coated buttons (easy to clean- just wipe), and even a magnetic remote! My mother has one, too. Neither of us can imagine the kitchen without our Sony cd radios. A built-in timer is easy to use, and the digital display is clear and easy to read. After trying two other under-the-cabinet models, I am so glad to have found this Sony. This is The One!"
4,"Great little speakers and heavy for the size which could indicate big magnets, is heard well over the top of 2 12 inch bass units and 2 12 inch mids, great rear suriubd speakers"
3,"Setup, input, and connection are as everyone has posted - Amazingly Easy. But the design of the remote buttons is terrible. Logitech needs to have one of their designers actually use the remote and then send everyone the newly designed remote with an apology for letting this one out the box. It's long design screams keeping the most used buttons together - which didn't happen. You can actually stretch a thumb ligament finding the info button. DVR-GUIDE-INFO need to be moved up to where the EXIT MENU buttons are. An analog PAGE UP PAGE DOWN rather than 'sketchy&#34; TOUCH SCREEN BUTTONS would add a flowing experience to the remote. I've owned Logitech mice, keyboards, and now this remote. And as the opening sentence shows, they're on the right track, just missed the bus with the layout."
5,"This radio really DOES pull in some distant stations! I haven't been able to listen to KDKA since 1960 (a good year to do it!)  I can finally pull in Cleveland's ESPN station, which is so low power you can't get it on most receivers."
3,Its okay sound is good up to the level of Sennheiser but one big disappointment was that it was incompatible with my Sony Xperia play.So no good sound on the goo for me used it with my pc works fine...
